priority,issue_type,reporter,vote_count,comment_count,description_length,summary_length,watch_count,issue_number,num_components,component_java,num_affected_versions,num_labels,created_weekday,created_month,duration
Major,Improvement,hammer,0,5,367.0,36,1,155,1,0,0,0,0,10,0 days 21:33:45.377000
Major,New Feature,philip,0,7,373.0,38,1,154,1,1,0,0,4,10,34 days 22:22:13.266000
Major,New Feature,philip,0,16,151.0,70,1,152,1,1,0,0,4,10,84 days 16:49:44.922000
Major,New Feature,massie,0,7,1443.0,34,0,151,1,0,0,0,3,10,0 days 00:08:46.531000
Major,Bug,cutting,0,12,121.0,50,2,150,1,1,1,0,3,10,243 days 06:51:06.171000
Major,New Feature,philip,0,18,178.0,60,1,149,0,0,0,0,3,10,12 days 18:16:25.311000
Major,Improvement,sbanacho,0,5,126.0,35,0,148,1,0,0,0,2,10,6 days 21:04:27.026000
Major,Improvement,sbanacho,0,11,214.0,43,0,147,1,0,0,0,2,10,1 days 14:46:32.568000
Major,New Feature,philip,0,13,1032.0,44,1,146,1,0,0,0,2,10,8 days 22:12:49.947000
Minor,Improvement,philip,0,6,472.0,49,0,142,1,1,0,0,1,10,1 days 00:50:43.198000
Major,Bug,isabel,0,2,384.0,91,1,141,1,1,1,0,1,10,1 days 11:13:05.922000
Major,Improvement,cutting,0,2,41.0,44,0,140,1,1,0,0,3,10,0 days 23:48:07.012000
Major,New Feature,cutting,0,2,190.0,42,1,139,1,1,0,0,3,10,1 days 00:19:20.620000
Major,Bug,thiru_mg,0,1,618.0,46,0,138,1,1,0,0,2,10,0 days 00:38:54.520000
Major,Bug,amareshwari,0,4,108.0,60,0,137,1,1,0,0,2,10,1 days 23:25:15.498000
Major,Improvement,phunt,0,19,77.0,46,3,136,1,0,1,0,1,10,133 days 15:11:30.812000
Blocker,New Feature,cutting,0,27,71.0,29,8,135,2,1,0,0,0,10,108 days 03:40:10.304000
Major,Bug,thiru_mg,0,7,521.0,72,2,134,1,1,0,0,0,10,1 days 21:31:22.167000
Major,Bug,jonbratseth,0,7,227.0,39,1,133,1,0,0,0,0,10,1 days 00:29:08.081000
Major,Bug,sbanacho,0,4,407.0,68,0,132,1,0,0,0,4,10,5 days 05:02:36.069000
Major,Improvement,gkesavan,0,2,99.0,52,0,131,1,1,1,0,2,9,6 days 10:02:41.643000
Major,Bug,phunt,0,2,792.0,71,1,130,1,0,1,0,2,9,99 days 15:17:44.580000
Major,New Feature,cutting,0,2,45.0,26,2,129,1,1,0,0,1,9,0 days 23:42:19.025000
Minor,Improvement,yangyangyyy,0,1,584.0,27,2,128,1,1,0,0,0,9,107 days 04:36:55.021000
Major,New Feature,yangyangyyy,0,4,363.0,62,2,127,1,1,0,0,0,9,0 days 07:41:07.196000
Major,Improvement,floleibert,0,7,252.0,90,2,126,1,1,0,0,0,9,106 days 14:37:08.814000
Major,Bug,cutting,0,2,92.0,43,1,125,1,0,1,0,4,9,0 days 02:24:53.077000
Blocker,Bug,phunt,0,5,418.0,58,0,124,1,1,1,0,4,9,0 days 04:09:41.835000
Blocker,Bug,phunt,0,4,711.0,67,0,123,1,1,1,0,4,9,0 days 13:33:40.358000
Minor,Bug,phunt,0,2,664.0,57,0,122,1,1,1,0,3,9,0 days 03:35:24.181000
Critical,Improvement,cutting,0,2,297.0,73,0,121,1,1,0,0,2,9,1 days 01:57:53.314000
Major,Improvement,cutting,0,6,276.0,48,0,120,1,1,1,0,2,9,2 days 02:12:49.944000
Major,Bug,cutting,0,2,72.0,45,0,119,1,1,1,0,1,9,1 days 04:29:19.317000
Major,Bug,cutting,0,5,105.0,60,1,118,1,1,1,0,1,9,2 days 03:39:14.289000
Major,Bug,sbanacho,0,6,359.0,38,0,117,1,0,0,0,0,9,1 days 23:03:36.225000
Major,Improvement,sbanacho,0,4,244.0,35,1,116,1,0,0,0,5,9,2 days 22:42:21.122000
Major,Improvement,cutting,1,2,1107.0,19,2,115,1,0,0,0,4,9,12 days 03:50:03.176000
Major,Bug,massie,0,3,58.0,57,1,114,1,0,0,0,4,9,0 days 12:37:35.827000
Major,Bug,sbanacho,0,1,348.0,45,0,113,1,0,0,0,1,9,13 days 21:37:14.555000
Trivial,Improvement,sbanacho,0,2,70.0,52,0,112,1,0,0,0,4,9,3 days 21:53:09.687000
Major,Improvement,cutting,0,1,0.0,31,0,111,1,0,0,0,2,9,1 days 22:21:13.840000
Major,Improvement,cutting,0,2,564.0,59,0,110,1,1,0,0,1,9,0 days 23:39:29.695000
Major,New Feature,cutting,0,4,259.0,40,0,109,1,0,0,0,4,8,6 days 04:34:06.615000
Major,New Feature,cutting,0,5,459.0,21,2,108,1,1,0,0,4,8,3 days 01:29:00.021000
Minor,Bug,cutting,0,1,180.0,73,0,107,1,1,1,0,3,8,0 days 00:03:52.577000
Major,Bug,ehillenius,0,26,91.0,33,1,104,1,1,2,0,3,8,5 days 15:46:08.424000
Major,New Feature,ehillenius,0,4,375.0,79,0,103,1,1,2,0,2,8,42 days 17:19:55.249000
Trivial,Task,ehillenius,0,1,66.0,43,0,102,1,1,2,0,2,8,2 days 18:29:05.803000
Major,Bug,ehillenius,0,3,478.0,59,0,101,1,1,2,0,2,8,37 days 17:43:40.615000
Major,Wish,sbanacho,0,1,146.0,55,0,100,1,0,0,0,1,8,0 days 01:54:17.099000
Major,Improvement,sbanacho,0,2,321.0,51,0,99,1,0,0,0,1,8,35 days 00:08:13.233000
Major,Improvement,sbanacho,0,9,235.0,31,0,98,1,0,0,0,1,8,15 days 21:58:56.705000
Major,Bug,sbanacho,0,2,358.0,21,0,97,1,0,0,0,1,8,0 days 03:22:13.061000
Trivial,Improvement,ehillenius,0,4,304.0,47,0,96,1,1,2,0,1,8,38 days 05:26:01.761000
Major,Bug,ehillenius,0,13,457.0,72,2,95,1,1,1,0,6,8,2 days 19:07:07.067000
Major,Bug,ehillenius,0,7,700.0,64,2,94,1,1,2,0,5,8,9 days 07:57:41.027000
Major,Bug,ehillenius,0,3,169.0,42,1,93,1,1,2,0,5,8,3 days 07:36:32.791000
Major,New Feature,cutting,0,2,95.0,34,1,92,1,0,1,0,4,8,13 days 20:44:08.349000
Major,Bug,cutting,0,4,374.0,46,2,90,1,1,1,0,4,8,4 days 01:19:41.955000
Major,Improvement,cutting,0,4,181.0,57,0,89,1,1,0,0,2,8,0 days 05:28:40.511000
Major,Bug,ravidotg,0,4,436.0,56,0,88,1,1,0,0,1,8,7 days 07:47:58.773000
Major,Bug,cutting,0,4,39.0,28,0,87,1,1,0,0,4,7,11 days 17:10:36.063000
Blocker,Bug,cutting,0,6,0.0,92,1,86,1,1,2,0,4,7,389 days 21:11:37.644000
Major,Bug,thiru_mg,0,2,946.0,59,1,85,0,0,0,0,1,7,2 days 21:44:24.272000
Major,Bug,raymie,0,1,429.0,35,1,84,1,0,0,0,1,7,3 days 06:26:07.209000
Major,Improvement,cutting,0,2,147.0,56,1,83,1,1,1,0,3,7,26 days 03:57:15.256000
Minor,Improvement,thiru_mg,0,6,290.0,60,0,82,1,1,0,0,3,7,5 days 13:39:47.954000
Major,Test,cos,0,6,303.0,63,2,81,1,1,0,0,2,7,6 days 01:46:22.516000
Major,Bug,sharadag,0,11,184.0,62,4,80,1,1,0,0,0,7,123 days 19:13:55.465000
Major,Bug,thiru_mg,0,1,347.0,62,0,79,1,1,0,0,5,7,2 days 16:34:23.229000
Major,Bug,sharadag,0,4,92.0,54,0,78,1,1,1,0,2,7,1 days 17:23:09.020000
Major,Bug,massie,0,1,206.0,66,1,77,1,0,1,0,3,7,0 days 13:52:25.541000
Major,Sub-task,gmporter,0,15,0.0,56,1,76,1,1,0,0,0,7,25 days 05:25:09.871000
Major,Bug,raymie,0,9,830.0,43,2,75,1,0,0,0,0,7,186 days 07:42:46.825000
Blocker,Bug,cutting,0,1,281.0,42,0,74,1,0,0,0,5,7,0 days 00:17:44.905000
Major,Sub-task,massie,0,7,0.0,28,1,73,0,0,0,0,4,7,2 days 14:59:51.037000
Major,Task,massie,0,1,66.0,24,1,72,1,0,1,0,4,7,11 days 02:29:32.017000
Major,Improvement,sbanacho,0,7,239.0,51,0,71,1,0,0,0,4,7,11 days 04:22:43.214000
Major,Sub-task,massie,0,1,83.0,46,1,70,1,0,0,0,4,7,0 days 22:24:41.712000
Major,Sub-task,massie,0,1,201.0,79,1,69,0,0,1,0,4,7,1 days 11:22:25.242000
Major,Improvement,massie,0,3,152.0,58,1,68,0,0,0,0,4,7,0 days 02:51:10.940000
Major,Sub-task,gmporter,0,2,48.0,48,2,67,1,0,0,0,1,6,0 days 02:04:14.437000
Major,New Feature,gmporter,0,16,141.0,55,2,66,5,1,0,0,1,6,1 days 01:21:15.457000
Major,New Feature,cutting,0,4,80.0,38,2,65,1,1,0,0,0,6,16 days 01:48:18.182000
Major,Bug,gmporter,0,7,218.0,60,1,64,1,0,0,0,0,6,7 days 19:29:05.327000
Major,Improvement,cutting,0,1,730.0,58,0,63,1,1,0,0,3,6,63 days 02:29:00.727000
Major,Improvement,sharadag,0,3,213.0,49,0,62,0,0,0,0,3,6,0 days 20:27:41.537000
Major,Bug,thiru_mg,0,3,901.0,42,1,61,1,0,0,0,2,6,55 days 13:30:30.781000
Major,Sub-task,massie,0,3,0.0,54,1,60,1,0,0,0,0,6,22 days 00:14:04.876000
Major,Improvement,sbanacho,0,3,751.0,50,1,59,1,0,0,0,5,6,4 days 23:37:40.989000
Major,New Feature,massie,0,13,356.0,17,2,58,1,0,0,0,5,6,3 days 17:36:05.039000
Major,Improvement,cutting,0,3,342.0,57,0,57,1,1,0,0,4,6,3 days 23:10:31.356000
Major,Improvement,cutting,0,2,359.0,28,2,56,1,1,0,0,3,6,0 days 22:33:53.511000
Major,Improvement,cutting,0,1,209.0,23,1,55,1,0,0,0,2,6,0 days 21:00:55.551000
Major,Improvement,cutting,0,2,117.0,21,1,54,1,1,0,0,1,6,31 days 07:10:57.082000
Major,Improvement,cutting,0,3,49.0,32,1,53,1,1,0,0,1,6,0 days 23:20:56.679000
Major,Bug,philip,0,1,84.0,33,2,51,1,0,0,0,5,6,1 days 12:10:59.667000
Major,New Feature,philip,1,23,752.0,45,3,50,1,0,0,0,5,6,39 days 03:25:11.076000
Major,Improvement,ijuma,0,6,402.0,26,2,49,1,0,0,0,2,6,12 days 23:18:48.556000
Minor,Task,thiru_mg,0,1,99.0,87,0,48,1,1,1,0,5,6,2 days 17:41:27.454000
Major,Bug,anomalizer,0,8,388.0,40,2,47,1,0,0,0,4,6,231 days 02:21:18.482000
Major,Bug,sharadag,0,2,70.0,44,0,46,1,0,0,0,2,6,22 days 12:15:38.947000
Major,Bug,sbanacho,0,2,328.0,42,0,45,1,0,0,0,2,6,0 days 17:19:13.559000
Minor,Bug,cutting,0,3,184.0,41,0,44,1,0,0,0,1,6,0 days 05:02:35.573000
Trivial,Bug,anomalizer,0,2,890.0,38,0,43,1,0,0,0,1,6,0 days 12:59:22.653000
Minor,New Feature,sbanacho,0,7,990.0,8,1,42,1,0,0,0,0,6,1 days 00:34:14.568000
Major,New Feature,cutting,0,5,99.0,58,2,41,1,1,0,0,0,6,93 days 00:18:39.378000
Major,Bug,anomalizer,0,1,162.0,22,2,40,1,0,0,0,6,5,1 days 15:04:13.201000
Major,Bug,sharadag,0,1,50.0,52,0,39,1,1,0,0,2,5,0 days 07:37:10.576000
Major,Improvement,sharadag,0,2,24.0,22,0,38,1,0,0,0,1,5,0 days 08:43:13.947000
Major,Improvement,massie,0,7,3065.0,40,1,37,1,0,0,0,4,5,3 days 19:50:37.242000
Major,Bug,cutting,0,18,202.0,42,2,36,1,1,0,0,4,5,32 days 00:50:44.668000
Major,Improvement,cwalters,0,2,83.0,24,1,34,1,1,0,0,4,5,7 days 03:42:08.037000
Major,New Feature,massie,1,7,88.0,39,2,33,1,0,0,0,3,5,0 days 15:38:44.669000
Major,Improvement,sharadag,0,7,78.0,53,1,32,1,1,0,0,2,5,20 days 09:02:49.530000
Major,Bug,sharadag,0,3,92.0,59,0,31,1,1,0,0,2,5,0 days 08:52:49.982000
Major,Bug,cutting,0,6,303.0,37,4,30,1,1,0,0,1,5,134 days 21:48:51.037000
Major,Improvement,raymie,0,11,2090.0,52,2,29,1,1,0,0,1,5,44 days 06:17:46.741000
Major,Improvement,sharadag,0,3,32.0,47,0,28,1,0,0,0,0,5,51 days 09:07:15.089000
Major,New Feature,massie,0,20,3096.0,88,2,27,1,0,0,0,2,5,47 days 23:51:04.119000
Major,Test,cos,0,19,397.0,57,2,26,2,1,0,0,4,5,16 days 23:48:10.188000
Major,Improvement,raymie,0,15,1560.0,43,0,25,1,1,0,0,2,4,36 days 23:57:38.364000
Major,Task,cutting,0,5,559.0,19,6,24,1,1,0,0,0,4,156 days 01:30:01.443000
Major,Bug,raymie,0,13,583.0,48,2,22,1,0,0,0,5,4,41 days 07:40:18.598000
Major,Improvement,cutting,0,3,372.0,56,0,21,1,1,0,0,4,4,18 days 20:45:43.985000
Major,New Feature,cutting,0,2,85.0,24,0,19,1,1,0,0,4,4,81 days 02:14:13.286000
Major,New Feature,cutting,0,10,39.0,13,0,18,1,0,0,0,4,4,25 days 03:33:15.192000
Major,Improvement,cutting,0,6,158.0,24,0,17,1,0,0,0,4,4,17 days 23:36:10.920000
Minor,Improvement,cutting,0,1,282.0,32,0,16,1,0,0,0,1,4,0 days 00:01:44.712000
Major,Improvement,sharadag,0,3,0.0,50,0,15,1,0,1,0,2,4,6 days 17:27:38.952000
Major,Bug,sharadag,0,3,85.0,52,0,14,1,1,0,0,1,4,0 days 10:34:22.138000
Major,Improvement,sharadag,0,3,128.0,45,0,13,1,0,1,0,1,4,0 days 21:51:14.743000
Major,Bug,hong.tang,0,8,116.0,39,0,12,1,1,1,0,1,4,38 days 16:10:27.829000
Minor,Improvement,hong.tang,0,2,110.0,58,0,11,1,1,1,0,1,4,0 days 18:07:55.179000
Major,Improvement,cutting,0,4,247.0,19,0,10,1,0,0,0,0,4,38 days 21:06:30.743000
Major,Improvement,cutting,0,3,349.0,28,0,9,1,0,0,0,0,4,14 days 00:28:17.211000
Major,Improvement,cutting,0,11,200.0,39,0,8,1,0,0,0,0,4,27 days 23:15:51.113000
Major,Bug,hong.tang,0,1,486.0,37,0,7,1,1,0,0,5,4,1 days 15:25:02.085000
Major,Improvement,hong.tang,0,16,535.0,103,0,6,1,1,1,0,5,4,3 days 04:10:30.932000
Major,Test,sharadag,0,6,50.0,49,0,5,2,1,0,0,5,4,3 days 18:32:56.596000
Major,Bug,phunt,0,2,501.0,36,0,4,1,1,1,0,4,4,3 days 22:51:55.964000
Critical,Bug,phunt,0,4,263.0,54,0,3,1,1,1,0,4,4,0 days 03:17:01.682000
Major,Improvement,cutting,0,7,204.0,22,1,2,1,0,0,0,3,4,53 days 20:29:14.909000
Major,Bug,cutting,0,4,208.0,54,0,1,1,0,1,0,3,4,17 days 22:04:58.356000
Major,Improvement,tomwhite,0,6,624.0,61,4,1449,1,1,1,0,2,1,6 days 08:55:08.220000
Major,Bug,eljefe6a,0,4,183.0,32,4,1447,1,0,1,0,0,1,0 days 21:30:49.849000
Minor,Bug,davidtaylor,0,5,151.0,34,4,1446,1,0,1,0,4,1,3 days 00:18:05.876000
Major,Bug,gjbaxter@mac.com,0,5,1226.0,51,4,1445,0,0,0,0,3,1,4 days 01:21:49.069000
Major,Bug,eljefe6a,0,6,279.0,33,5,1441,1,0,1,0,3,1,11 days 20:32:00.561000
Minor,New Feature,qwertymaniac,0,9,161.0,37,4,1439,1,1,1,0,2,1,20 days 13:42:26.055000
Trivial,Bug,davidtaylor,0,4,145.0,36,4,1436,1,0,1,0,0,1,15 days 03:02:35.749000
Major,Bug,davidtaylor,0,5,341.0,35,4,1434,1,0,1,0,4,1,0 days 04:51:03.472000
Major,Bug,aj987,0,6,207.0,37,4,1433,1,1,1,0,2,1,0 days 23:49:28.394000
Major,Improvement,cutting,0,5,85.0,23,3,1432,1,1,0,0,2,1,1 days 03:16:35.127000
Minor,Bug,robair,0,5,1793.0,42,4,1427,1,1,1,1,6,1,3 days 21:00:17.930000
Major,Improvement,eljefe6a,0,4,336.0,36,4,1426,1,0,1,0,5,1,2 days 04:44:56.438000
Major,Bug,ramanasv,0,10,328.0,39,5,1424,1,0,1,0,3,1,5 days 01:00:27.791000
Minor,Improvement,qwertymaniac,0,9,493.0,66,4,1421,1,1,1,0,3,12,13 days 11:40:42.335000
Major,New Feature,deepujain,0,11,2156.0,52,4,1418,0,0,1,0,4,12,18 days 07:26:33.864000
Major,Bug,ramanasv,0,6,258.0,64,4,1415,1,0,1,0,1,12,24 days 03:14:36.141000
Major,Improvement,drussel,0,9,520.0,29,5,1414,1,0,0,0,0,12,21 days 23:47:17.569000
Major,Bug,russell.jurney,0,1,1594.0,70,1,1412,1,0,1,3,4,12,6 days 04:48:22.775000
Minor,Improvement,tonyliu73,0,4,1013.0,84,3,1411,1,1,1,0,3,12,0 days 02:34:25.094000
Major,Bug,esammer,0,11,463.0,68,5,1410,1,1,1,0,6,12,7 days 17:16:14.054000
Major,New Feature,kryzthov,0,5,355.0,51,5,1409,1,1,0,0,2,12,12 days 16:18:54.840000
Major,Bug,adamcataldo,0,1,190.0,61,2,1408,0,0,2,0,1,12,9 days 19:34:43.280000
Major,Bug,zyoma,1,21,145.0,104,6,1406,1,0,1,1,0,11,19 days 22:32:38.508000
Minor,Bug,mristima,0,17,377.0,84,6,1405,1,0,1,0,4,11,26 days 23:25:31.044000
Major,Improvement,striderapache,0,7,304.0,46,4,1400,1,1,1,4,1,11,29 days 11:23:11
Major,Test,robair,0,4,213.0,74,4,1399,1,1,1,0,0,11,9 days 21:42:57.994000
Minor,Improvement,robair,0,5,49.0,49,4,1398,1,1,1,0,0,11,31 days 01:25:16.598000
Minor,New Feature,robair,0,9,96.0,69,4,1397,1,1,1,0,0,11,32 days 02:43:30.157000
Minor,New Feature,robair,1,8,227.0,47,5,1396,1,1,1,0,0,11,35 days 00:08:18.696000
Minor,Improvement,david@carr.name,0,4,508.0,61,2,1394,0,0,0,0,1,11,1 days 01:34:56.624000
Major,Bug,hshreedharan,0,2,655.0,75,2,1393,0,0,0,0,1,11,1 days 19:23:46.654000
Blocker,Bug,balaji.seshadri,1,14,835.0,30,4,1392,1,1,0,0,0,11,1 days 23:07:38.653000
Major,New Feature,hshreedharan,0,18,243.0,57,5,1388,0,0,0,0,3,10,20 days 23:34:06.028000
Major,Bug,hshreedharan,0,18,355.0,76,5,1387,0,0,0,0,3,10,8 days 02:40:49.088000
Major,Bug,kryzthov,0,11,499.0,51,3,1385,1,1,1,0,1,10,8 days 05:16:24.465000
Major,Improvement,alexandre.normand,0,10,1045.0,94,5,1384,1,1,1,0,1,10,28 days 06:17:04.499000
Major,Bug,kryzthov,0,31,523.0,19,5,1382,1,0,1,0,4,10,98 days 13:14:54.409000
Minor,Bug,psangree,0,1,789.0,54,2,1380,1,1,1,0,0,9,101 days 03:53:35.963000
Major,Improvement,mteodoro,0,6,163.0,47,5,1379,1,0,1,1,4,9,88 days 18:53:52.228000
Major,Bug,graham sanderson,0,5,2996.0,144,4,1377,1,1,1,0,1,9,9 days 21:50:49.208000
Minor,Bug,julian.zhou,0,5,1164.0,139,5,1374,1,1,2,0,1,9,1 days 11:43:57.143000
Major,New Feature,njw45,0,9,524.0,14,4,1373,1,1,1,1,3,9,67 days 04:54:55.655000
Major,Bug,thinker0,0,3,3240.0,53,4,1369,1,0,1,0,2,8,112 days 07:51:57.618000
Major,Bug,kryzthov,0,15,0.0,70,6,1368,1,1,1,0,1,8,8 days 03:12:55.287000
Major,Bug,mchugh,0,5,766.0,80,4,1366,1,0,1,2,0,8,17 days 06:15:56.318000
Major,Bug,bw123,0,1,623.0,41,2,1364,1,0,1,0,2,8,119 days 00:21:42.008000
Major,Bug,btibi,0,6,531.0,35,2,1361,1,0,1,0,2,8,126 days 01:30:51.966000
Major,Improvement,facboy,0,1,113.0,44,1,1359,0,0,0,0,3,8,0 days 16:45:38.171000
Major,Bug,yahoo_build,0,5,940.0,103,5,1358,1,0,1,0,2,7,146 days 15:04:02.026000
Major,New Feature,mengxr,0,4,1032.0,73,2,1357,1,1,1,0,0,7,22 days 03:10:01.436000
Major,Bug,apaulsen,0,4,955.0,64,4,1356,1,1,1,0,6,7,17 days 05:09:09.035000
Major,Bug,kryzthov,0,5,95.0,49,4,1355,1,1,1,0,6,7,30 days 18:24:18.845000
Major,Improvement,llasram,0,14,317.0,59,4,1353,1,1,1,0,3,7,20 days 05:41:01.327000
Major,Improvement,cutting,0,6,145.0,66,3,1351,0,0,0,0,1,7,7 days 01:52:14.924000
Major,Bug,mwagner,1,23,211.0,33,9,1348,0,0,0,0,2,6,183 days 19:14:18.831000
Minor,Improvement,fsaintjacques,1,6,67.0,66,5,1344,1,1,1,0,1,6,192 days 08:18:03.697000
Major,New Feature,vince83,5,19,3289.0,67,6,1341,1,1,0,0,1,5,71 days 09:24:13.119000
Minor,Improvement,dmcintosh,0,17,359.0,34,4,1332,1,0,1,1,5,5,174 days 02:03:21.581000
Major,Improvement,scott_carey,0,24,148.0,27,3,1325,0,0,0,0,1,5,82 days 01:51:51.699000
Minor,Bug,trochee,2,29,829.0,70,6,1316,1,1,0,1,2,5,7 days 22:44:00.615000
Major,Improvement,scott_carey,0,7,166.0,55,3,1313,0,0,0,0,1,4,1 days 08:41:32.460000
Minor,Improvement,kryzthov,0,15,94.0,43,4,1299,1,1,1,0,2,4,6 days 11:51:09.869000
Major,Bug,trochee,0,9,813.0,62,3,1296,1,0,1,0,2,4,13 days 21:41:28.371000
Major,Bug,jbaldassari,0,8,6015.0,102,4,1293,1,1,1,0,2,4,83 days 11:36:34.805000
Minor,Improvement,romixlev,0,84,743.0,79,4,1282,1,1,1,0,4,3,38 days 23:21:56.657000
Minor,Improvement,alexandre.normand,0,47,577.0,98,5,1268,1,1,1,0,3,2,26 days 23:16:03.804000
Major,Improvement,brocknoland,0,8,46.0,47,4,1225,1,0,1,1,1,1,345 days 17:00:45.737000
Major,Bug,ssmith,1,7,5596.0,52,6,1144,1,1,1,0,1,8,336 days 06:46:05.026000
Minor,Improvement,pdlug,1,30,430.0,71,8,1063,1,0,0,0,1,4,611 days 07:38:34.267000
Major,New Feature,iocanel,0,27,249.0,20,6,987,1,1,0,0,2,1,737 days 17:47:17.585000
Major,New Feature,hammer,4,51,0.0,17,11,975,1,0,1,0,0,12,773 days 09:41:41.627000
Major,New Feature,patrickangeles,5,20,88.0,29,14,823,1,0,3,4,1,5,776 days 05:26:28
