status,priority,updated,issue_type,reporter,created,resolutiondate,vote_count,project,assignee,comment_count,key,description_length,summary_length,watch_count,resolution,days_in_current_status,issue_number,num_components,component_java,num_affected_versions,num_labels,created_weekday,created_month,duration
Closed,Major,2010-03-01 17:10:28.287000+00:00,Bug,isabel,2009-10-13 07:41:16.912000+00:00,2009-10-14 18:54:22.834000+00:00,0,AVRO,isabel,2,AVRO-141,384.0,91,1,Fixed,1449.01812556,141,1,1,1,0,1,10,1 days 11:13:05.922000
Closed,Major,2009-10-14 18:53:06.270000+00:00,Improvement,cutting,2009-10-08 21:06:52.065000+00:00,2009-10-09 20:54:59.077000+00:00,0,AVRO,cutting,2,AVRO-140,41.0,44,0,Fixed,1586.94685287,140,1,1,0,0,3,10,0 days 23:48:07.012000
Closed,Major,2009-10-14 18:53:06.210000+00:00,New Feature,cutting,2009-10-08 20:33:46.435000+00:00,2009-10-09 20:53:07.055000+00:00,0,AVRO,cutting,2,AVRO-139,190.0,42,1,Fixed,1586.94685357,139,1,1,0,0,3,10,1 days 00:19:20.620000
Closed,Major,2011-12-13 19:06:51.385000+00:00,Bug,thiru_mg,2009-10-07 19:02:42.198000+00:00,2009-10-07 19:41:36.718000+00:00,0,AVRO,thiru_mg,1,AVRO-138,618.0,46,0,Fixed,1586.94685421,138,1,1,0,0,2,10,0 days 00:38:54.520000
Closed,Major,2012-05-11 21:19:59.238000+00:00,Bug,amareshwari,2009-10-07 06:35:31.471000+00:00,2009-10-09 06:00:46.969000+00:00,0,AVRO,sharadag,4,AVRO-137,108.0,60,0,Fixed,1586.94685484,137,1,1,0,0,2,10,1 days 23:25:15.498000
Closed,Major,2010-03-01 17:10:28.177000+00:00,Improvement,phunt,2009-10-06 06:14:04.690000+00:00,2010-02-16 21:25:35.502000+00:00,0,AVRO,hammer,19,AVRO-136,77.0,46,3,Fixed,1449.01812711,136,1,0,1,0,1,10,133 days 15:11:30.812000
Closed,Blocker,2010-03-01 17:10:27.938000+00:00,New Feature,cutting,2009-10-05 21:50:03.066000+00:00,2010-01-22 01:30:13.370000+00:00,0,AVRO,philip,27,AVRO-135,71.0,29,8,Fixed,1449.01812987,135,2,1,0,0,0,10,108 days 03:40:10.304000
Closed,Major,2011-12-13 19:06:45.948000+00:00,Bug,thiru_mg,2009-10-05 21:05:34.639000+00:00,2009-10-07 18:36:56.806000+00:00,0,AVRO,thiru_mg,7,AVRO-134,521.0,72,2,Fixed,1586.94685696,134,1,1,0,0,0,10,1 days 21:31:22.167000
Closed,Major,2009-10-14 18:53:05.847000+00:00,Bug,jonbratseth,2009-10-05 17:10:33.045000+00:00,2009-10-06 17:39:41.126000+00:00,0,AVRO,cutting,7,AVRO-133,227.0,39,1,Fixed,1586.94685778,133,1,0,0,0,0,10,1 days 00:29:08.081000
Closed,Major,2009-10-20 18:08:09.837000+00:00,Bug,sbanacho,2009-10-02 19:11:14.286000+00:00,2009-10-08 00:13:50.355000+00:00,0,AVRO,sbanacho,4,AVRO-132,407.0,68,0,Fixed,1580.97806111,132,1,0,0,0,4,10,5 days 05:02:36.069000
Closed,Major,2011-12-13 19:06:53.755000+00:00,Improvement,gkesavan,2009-09-30 11:30:52.517000+00:00,2009-10-06 21:33:34.160000+00:00,0,AVRO,gkesavan,2,AVRO-131,99.0,52,0,Fixed,1586.94685855,131,1,1,1,0,2,9,6 days 10:02:41.643000
Closed,Major,2010-03-01 17:10:27.879000+00:00,Bug,phunt,2009-09-30 04:09:39.001000+00:00,2010-01-07 19:27:23.581000+00:00,0,AVRO,hammer,2,AVRO-130,792.0,71,1,Fixed,1449.01813056,130,1,0,1,0,2,9,99 days 15:17:44.580000
Closed,Major,2009-10-14 18:53:05.646000+00:00,New Feature,cutting,2009-09-29 21:10:49.573000+00:00,2009-09-30 20:53:08.598000+00:00,0,AVRO,cutting,2,AVRO-129,45.0,26,2,Fixed,1586.94686012,129,1,1,0,0,1,9,0 days 23:42:19.025000
Closed,Minor,2011-12-13 19:06:52.618000+00:00,Improvement,yangyangyyy,2009-09-28 20:59:43.470000+00:00,2010-01-14 01:36:38.491000+00:00,0,AVRO,,1,AVRO-128,584.0,27,2,Not A Problem,1448.82579073,128,1,1,0,0,0,9,107 days 04:36:55.021000
Closed,Major,2011-12-13 19:06:46.167000+00:00,New Feature,yangyangyyy,2009-09-28 16:41:55.933000+00:00,2009-09-29 00:23:03.129000+00:00,0,AVRO,,4,AVRO-127,363.0,62,2,Fixed,1580.97806466,127,1,1,0,0,0,9,0 days 07:41:07.196000
Closed,Major,2010-03-01 21:47:25.863000+00:00,Improvement,floleibert,2009-09-28 07:55:07.227000+00:00,2010-01-12 22:32:16.041000+00:00,0,AVRO,,7,AVRO-126,252.0,90,2,Duplicate,1448.82579264,126,1,1,0,0,0,9,106 days 14:37:08.814000
Closed,Major,2009-10-14 18:53:05.608000+00:00,Bug,cutting,2009-09-25 19:22:33.875000+00:00,2009-09-25 21:47:26.952000+00:00,0,AVRO,cutting,2,AVRO-125,92.0,43,1,Fixed,1586.94686057,125,1,0,1,0,4,9,0 days 02:24:53.077000
Closed,Blocker,2009-10-14 18:53:05.519000+00:00,Bug,phunt,2009-09-25 18:00:30.059000+00:00,2009-09-25 22:10:11.894000+00:00,0,AVRO,cutting,5,AVRO-124,418.0,58,0,Fixed,1586.94686159,124,1,1,1,0,4,9,0 days 04:09:41.835000
Closed,Blocker,2009-10-14 18:53:05.456000+00:00,Bug,phunt,2009-09-25 07:49:34.055000+00:00,2009-09-25 21:23:14.413000+00:00,0,AVRO,cutting,4,AVRO-123,711.0,67,0,Fixed,1586.94686233,123,1,1,1,0,4,9,0 days 13:33:40.358000
Closed,Minor,2009-10-14 18:53:05.398000+00:00,Bug,phunt,2009-09-24 18:11:19.457000+00:00,2009-09-24 21:46:43.638000+00:00,0,AVRO,phunt,2,AVRO-122,664.0,57,0,Fixed,1586.94686299,122,1,1,1,0,3,9,0 days 03:35:24.181000
Closed,Critical,2009-10-14 18:53:05.371000+00:00,Improvement,cutting,2009-09-23 19:36:33.777000+00:00,2009-09-24 21:34:27.091000+00:00,0,AVRO,cutting,2,AVRO-121,297.0,73,0,Fixed,1586.9468633,121,1,1,0,0,2,9,1 days 01:57:53.314000
Closed,Major,2009-10-14 18:53:05.305000+00:00,Improvement,cutting,2009-09-23 18:58:11.756000+00:00,2009-09-25 21:11:01.700000+00:00,0,AVRO,cutting,6,AVRO-120,276.0,48,0,Fixed,1586.94686407,120,1,1,1,0,2,9,2 days 02:12:49.944000
Closed,Major,2009-10-14 18:53:05.265000+00:00,Bug,cutting,2009-09-22 18:08:50.036000+00:00,2009-09-23 22:38:09.353000+00:00,0,AVRO,cutting,2,AVRO-119,72.0,45,0,Fixed,1586.94686455,119,1,1,1,0,1,9,1 days 04:29:19.317000
Closed,Major,2009-10-14 18:53:05.156000+00:00,Bug,cutting,2009-09-22 18:03:16.675000+00:00,2009-09-24 21:42:30.964000+00:00,0,AVRO,thiru_mg,5,AVRO-118,105.0,60,1,Fixed,1586.9468655,118,1,1,1,0,1,9,2 days 03:39:14.289000
Closed,Major,2009-10-14 18:53:05.046000+00:00,Bug,sbanacho,2009-09-21 23:37:20.438000+00:00,2009-09-23 22:40:56.663000+00:00,0,AVRO,sbanacho,6,AVRO-117,359.0,38,0,Fixed,1586.94686689,117,1,0,0,0,0,9,1 days 23:03:36.225000
Closed,Major,2009-10-14 18:53:04.785000+00:00,Improvement,sbanacho,2009-09-19 20:09:01.206000+00:00,2009-09-22 18:51:22.328000+00:00,0,AVRO,sbanacho,4,AVRO-116,244.0,35,1,Fixed,1586.94687001,116,1,0,0,0,5,9,2 days 22:42:21.122000
Closed,Major,2009-10-14 18:53:04.744000+00:00,Improvement,cutting,2009-09-11 18:44:42.177000+00:00,2009-09-23 22:34:45.353000+00:00,1,AVRO,cutting,2,AVRO-115,1107.0,19,2,Fixed,1586.94687043,115,1,0,0,0,4,9,12 days 03:50:03.176000
Closed,Major,2011-12-13 19:08:34.885000+00:00,Bug,massie,2009-09-11 04:54:50.155000+00:00,2009-09-11 17:32:25.982000+00:00,0,AVRO,massie,3,AVRO-114,58.0,57,1,Fixed,1614.79498681,114,1,0,0,0,4,9,0 days 12:37:35.827000
Closed,Major,2009-10-14 18:53:04.645000+00:00,Bug,sbanacho,2009-09-08 21:10:33.815000+00:00,2009-09-22 18:47:48.370000+00:00,0,AVRO,sbanacho,1,AVRO-113,348.0,45,0,Fixed,1586.94687164,113,1,0,0,0,1,9,13 days 21:37:14.555000
Closed,Trivial,2009-09-16 22:31:47.411000+00:00,Improvement,sbanacho,2009-09-04 22:30:06.596000+00:00,2009-09-08 20:23:16.283000+00:00,0,AVRO,sbanacho,2,AVRO-112,70.0,52,0,Fixed,1614.79498787,112,1,0,0,0,4,9,3 days 21:53:09.687000
Closed,Major,2009-09-16 22:31:47.335000+00:00,Improvement,cutting,2009-09-02 18:18:46.252000+00:00,2009-09-04 16:40:00.092000+00:00,0,AVRO,cutting,1,AVRO-111,,31,0,Fixed,1614.79498856,111,1,0,0,0,2,9,1 days 22:21:13.840000
Closed,Major,2009-09-16 22:31:47.223000+00:00,Improvement,cutting,2009-09-01 18:33:07.150000+00:00,2009-09-02 18:12:36.845000+00:00,0,AVRO,cutting,2,AVRO-110,564.0,59,0,Fixed,1614.79498976,110,1,1,0,0,1,9,0 days 23:39:29.695000
Closed,Major,2009-09-16 22:31:46.689000+00:00,New Feature,cutting,2009-08-28 16:46:10.390000+00:00,2009-09-03 21:20:17.005000+00:00,0,AVRO,cutting,4,AVRO-109,259.0,40,0,Fixed,1614.79499623,109,1,0,0,0,4,8,6 days 04:34:06.615000
Closed,Major,2009-09-16 22:31:46.662000+00:00,New Feature,cutting,2009-08-28 16:36:37.969000+00:00,2009-08-31 18:05:37.990000+00:00,0,AVRO,cutting,5,AVRO-108,459.0,21,2,Fixed,1614.79499654,108,1,1,0,0,4,8,3 days 01:29:00.021000
Closed,Minor,2009-09-16 22:31:46.619000+00:00,Bug,cutting,2009-08-27 22:21:21.535000+00:00,2009-08-27 22:25:14.112000+00:00,0,AVRO,cutting,1,AVRO-107,180.0,73,0,Fixed,1614.79499703,107,1,1,1,0,3,8,0 days 00:03:52.577000
Closed,Major,2009-09-16 22:31:46.504000+00:00,Bug,ehillenius,2009-08-20 07:07:20.860000+00:00,2009-08-25 22:53:29.284000+00:00,0,AVRO,ehillenius,26,AVRO-104,91.0,33,1,Fixed,1614.79499837,104,1,1,2,0,3,8,5 days 15:46:08.424000
Closed,Major,2009-10-14 18:53:04.594000+00:00,New Feature,ehillenius,2009-08-19 04:34:27.849000+00:00,2009-09-30 21:54:23.098000+00:00,0,AVRO,cutting,4,AVRO-103,375.0,79,0,Fixed,1586.94687234,103,1,1,2,0,2,8,42 days 17:19:55.249000
Closed,Trivial,2009-09-16 22:31:46.413000+00:00,Task,ehillenius,2009-08-19 04:15:42.614000+00:00,2009-08-21 22:44:48.417000+00:00,0,AVRO,ehillenius,1,AVRO-102,66.0,43,0,Fixed,1614.79499932,102,1,1,2,0,2,8,2 days 18:29:05.803000
Closed,Major,2009-10-14 18:53:04.524000+00:00,Bug,ehillenius,2009-08-19 04:12:26.269000+00:00,2009-09-25 21:56:06.884000+00:00,0,AVRO,ehillenius,3,AVRO-101,478.0,59,0,Fixed,1586.946873,101,1,1,2,0,2,8,37 days 17:43:40.615000
Closed,Major,2009-09-16 22:31:46.361000+00:00,Wish,sbanacho,2009-08-18 20:35:13.683000+00:00,2009-08-18 22:29:30.782000+00:00,0,AVRO,cutting,1,AVRO-100,146.0,55,0,Fixed,1614.7949998,100,1,0,0,0,1,8,0 days 01:54:17.099000
Closed,Major,2009-10-14 18:53:04.425000+00:00,Improvement,sbanacho,2009-08-18 18:27:50.367000+00:00,2009-09-22 18:36:03.600000+00:00,0,AVRO,sbanacho,2,AVRO-99,321.0,51,0,Fixed,1586.94687421,99,1,0,0,0,1,8,35 days 00:08:13.233000
Closed,Major,2009-09-16 22:31:46.264000+00:00,Improvement,sbanacho,2009-08-18 18:24:23.830000+00:00,2009-09-03 16:23:20.535000+00:00,0,AVRO,sbanacho,9,AVRO-98,235.0,31,0,Fixed,1614.79500116,98,1,0,0,0,1,8,15 days 21:58:56.705000
Closed,Major,2009-09-16 22:31:46.195000+00:00,Bug,sbanacho,2009-08-18 17:45:13.272000+00:00,2009-08-18 21:07:26.333000+00:00,0,AVRO,sbanacho,2,AVRO-97,358.0,21,0,Fixed,1614.79500196,97,1,0,0,0,1,8,0 days 03:22:13.061000
Closed,Trivial,2009-10-14 18:53:04.306000+00:00,Improvement,ehillenius,2009-08-18 16:50:46.252000+00:00,2009-09-25 22:16:48.013000+00:00,0,AVRO,,4,AVRO-96,304.0,47,0,Duplicate,1586.94687545,96,1,1,2,0,1,8,38 days 05:26:01.761000
Closed,Major,2009-08-19 04:39:32.696000+00:00,Bug,ehillenius,2009-08-16 00:52:34.669000+00:00,2009-08-18 19:59:41.736000+00:00,0,AVRO,cutting,13,AVRO-95,457.0,72,2,Fixed,1643.53960248,95,1,1,1,0,6,8,2 days 19:07:07.067000
Closed,Major,2009-08-25 05:54:01.613000+00:00,Bug,ehillenius,2009-08-15 21:55:41.496000+00:00,2009-08-25 05:53:22.523000+00:00,0,AVRO,,7,AVRO-94,700.0,64,2,Invalid,1637.48787908,94,1,1,2,0,5,8,9 days 07:57:41.027000
Closed,Major,2009-08-19 04:39:00.832000+00:00,Bug,ehillenius,2009-08-15 21:02:08.523000+00:00,2009-08-19 04:38:41.314000+00:00,0,AVRO,,3,AVRO-93,169.0,42,1,Won't Fix,1643.53997144,93,1,1,2,0,5,8,3 days 07:36:32.791000
Closed,Major,2009-09-16 22:31:46.168000+00:00,New Feature,cutting,2009-08-14 19:47:30.048000+00:00,2009-08-28 16:31:38.397000+00:00,0,AVRO,cutting,2,AVRO-92,95.0,34,1,Fixed,1614.79500228,92,1,0,1,0,4,8,13 days 20:44:08.349000
Closed,Major,2009-09-16 22:31:46.028000+00:00,Bug,cutting,2009-08-14 18:24:15.901000+00:00,2009-08-18 19:43:57.856000+00:00,0,AVRO,cutting,4,AVRO-90,374.0,46,2,Fixed,1614.7950039,90,1,1,1,0,4,8,4 days 01:19:41.955000
Closed,Major,2009-09-25 21:15:04.868000+00:00,Improvement,cutting,2009-08-12 17:06:33.606000+00:00,2009-08-12 22:35:14.117000+00:00,0,AVRO,cutting,4,AVRO-89,181.0,57,0,Fixed,1614.79500479,89,1,1,0,0,2,8,0 days 05:28:40.511000
Closed,Major,2009-09-16 22:31:45.895000+00:00,Bug,ravidotg,2009-08-11 13:02:21.889000+00:00,2009-08-18 20:50:20.662000+00:00,0,AVRO,ravidotg,4,AVRO-88,436.0,56,0,Fixed,1614.79500544,88,1,1,0,0,1,8,7 days 07:47:58.773000
Closed,Major,2009-09-16 22:31:45.810000+00:00,Bug,cutting,2009-07-31 23:29:09.334000+00:00,2009-08-12 16:39:45.397000+00:00,0,AVRO,thiru_mg,4,AVRO-87,39.0,28,0,Fixed,1614.79500622,87,1,1,0,0,4,7,11 days 17:10:36.063000
Closed,Blocker,2010-09-08 21:07:37.143000+00:00,Bug,cutting,2009-07-31 20:32:54.610000+00:00,2010-08-25 17:44:32.254000+00:00,0,AVRO,cutting,6,AVRO-86,,92,1,Fixed,1257.85343995,86,1,1,2,0,4,7,389 days 21:11:37.644000
Closed,Major,2009-09-16 22:31:45.722000+00:00,Bug,thiru_mg,2009-07-28 22:28:33.027000+00:00,2009-07-31 20:12:57.299000+00:00,0,AVRO,thiru_mg,2,AVRO-85,946.0,59,1,Fixed,1614.79500745,85,0,0,0,0,1,7,2 days 21:44:24.272000
Closed,Major,2009-09-16 22:31:45.692000+00:00,Bug,raymie,2009-07-28 13:48:18.540000+00:00,2009-07-31 20:14:25.749000+00:00,0,AVRO,cutting,1,AVRO-84,429.0,35,1,Fixed,1614.79500781,84,1,0,0,0,1,7,3 days 06:26:07.209000
Closed,Major,2009-09-16 22:31:45.635000+00:00,Improvement,cutting,2009-07-23 18:35:12.444000+00:00,2009-08-18 22:32:27.700000+00:00,0,AVRO,cutting,2,AVRO-83,147.0,56,1,Fixed,1614.79500847,83,1,1,1,0,3,7,26 days 03:57:15.256000
Closed,Minor,2009-09-16 22:31:45.562000+00:00,Improvement,thiru_mg,2009-07-23 05:10:47.902000+00:00,2009-07-28 18:50:35.856000+00:00,0,AVRO,thiru_mg,6,AVRO-82,290.0,60,0,Fixed,1614.79500931,82,1,1,0,0,3,7,5 days 13:39:47.954000
Closed,Major,2011-12-13 19:06:46.710000+00:00,Test,cos,2009-07-22 20:08:37.996000+00:00,2009-07-28 21:55:00.512000+00:00,0,AVRO,cos,6,AVRO-81,303.0,63,2,Fixed,1614.7950103,81,1,1,0,0,2,7,6 days 01:46:22.516000
Closed,Major,2010-03-01 17:10:27.814000+00:00,Bug,sharadag,2009-07-20 03:44:49.395000+00:00,2009-11-20 22:58:44.860000+00:00,0,AVRO,cutting,11,AVRO-80,184.0,62,4,Fixed,1449.01813119,80,1,1,0,0,0,7,123 days 19:13:55.465000
Closed,Major,2009-09-16 22:31:45.394000+00:00,Bug,thiru_mg,2009-07-18 04:29:51.019000+00:00,2009-07-20 21:04:14.248000+00:00,0,AVRO,thiru_mg,1,AVRO-79,347.0,62,0,Fixed,1614.79501107,79,1,1,0,0,5,7,2 days 16:34:23.229000
Closed,Major,2009-09-16 22:31:45.321000+00:00,Bug,sharadag,2009-07-15 03:11:26.505000+00:00,2009-07-16 20:34:35.525000+00:00,0,AVRO,cutting,4,AVRO-78,92.0,54,0,Fixed,1614.79501189,78,1,1,1,0,2,7,1 days 17:23:09.020000
Closed,Major,2009-07-14 22:50:14.709000+00:00,Bug,massie,2009-07-09 03:30:22.557000+00:00,2009-07-09 17:22:48.098000+00:00,0,AVRO,massie,1,AVRO-77,206.0,66,1,Fixed,1678.78217196,77,1,0,1,0,3,7,0 days 13:52:25.541000
Closed,Major,2009-09-16 22:31:45.249000+00:00,Sub-task,gmporter,2009-07-06 17:31:40.765000+00:00,2009-07-31 22:56:50.636000+00:00,0,AVRO,gmporter,15,AVRO-76,,56,1,Fixed,1614.79501283,76,1,1,0,0,0,7,25 days 05:25:09.871000
Closed,Major,2010-03-01 17:10:27.719000+00:00,Bug,raymie,2009-07-06 12:33:40.105000+00:00,2010-01-08 20:16:26.930000+00:00,0,AVRO,cutting,9,AVRO-75,830.0,43,2,Fixed,1449.0181325,75,1,0,0,0,0,7,186 days 07:42:46.825000
Closed,Blocker,2011-12-13 19:10:03.527000+00:00,Bug,cutting,2009-07-04 16:45:48.295000+00:00,2009-07-04 17:03:33.200000+00:00,0,AVRO,cutting,1,AVRO-74,281.0,42,0,Fixed,1678.78217241,74,1,0,0,0,5,7,0 days 00:17:44.905000
Closed,Major,2009-07-14 22:50:14.611000+00:00,Sub-task,massie,2009-07-03 20:29:11.026000+00:00,2009-07-06 11:29:02.063000+00:00,0,AVRO,sharadag,7,AVRO-73,,28,1,Fixed,1678.78217312,73,0,0,0,0,4,7,2 days 14:59:51.037000
Closed,Major,2011-12-13 19:10:02.374000+00:00,Task,massie,2009-07-03 20:19:37.577000+00:00,2009-07-14 22:49:09.594000+00:00,0,AVRO,cutting,1,AVRO-72,66.0,24,1,Fixed,1678.78217346,72,1,0,1,0,4,7,11 days 02:29:32.017000
Closed,Major,2009-09-16 22:31:45.166000+00:00,Improvement,sbanacho,2009-07-03 18:30:11.641000+00:00,2009-07-14 22:52:54.855000+00:00,0,AVRO,sbanacho,7,AVRO-71,239.0,51,0,Fixed,1614.79501383,71,1,0,0,0,4,7,11 days 04:22:43.214000
Closed,Major,2009-07-14 22:50:14.544000+00:00,Sub-task,massie,2009-07-03 18:05:45.430000+00:00,2009-07-04 16:30:27.142000+00:00,0,AVRO,massie,1,AVRO-70,83.0,46,1,Fixed,1678.78217388,70,1,0,0,0,4,7,0 days 22:24:41.712000
Closed,Major,2009-07-14 22:50:14.496000+00:00,Sub-task,massie,2009-07-03 05:05:12.797000+00:00,2009-07-04 16:27:38.039000+00:00,0,AVRO,massie,1,AVRO-69,201.0,79,1,Fixed,1678.78217445,69,0,0,1,0,4,7,1 days 11:22:25.242000
Closed,Major,2009-07-14 22:50:14.464000+00:00,Improvement,massie,2009-07-03 01:44:16.543000+00:00,2009-07-03 04:35:27.483000+00:00,0,AVRO,massie,3,AVRO-68,152.0,58,1,Fixed,1678.78217482,68,0,0,0,0,4,7,0 days 02:51:10.940000
Closed,Major,2009-07-14 22:50:14.413000+00:00,Sub-task,gmporter,2009-06-30 19:42:39.807000+00:00,2009-06-30 21:46:54.244000+00:00,0,AVRO,gmporter,2,AVRO-67,48.0,48,2,Fixed,1678.78217541,67,1,0,0,0,1,6,0 days 02:04:14.437000
Closed,Major,2009-07-14 22:50:14.330000+00:00,New Feature,gmporter,2009-06-30 19:41:19.138000+00:00,2009-07-01 21:02:34.595000+00:00,0,AVRO,gmporter,16,AVRO-66,141.0,55,2,Fixed,1678.78217638,66,5,1,0,0,1,6,1 days 01:21:15.457000
Closed,Major,2009-09-04 16:43:14.351000+00:00,New Feature,cutting,2009-06-29 16:48:14.747000+00:00,2009-07-15 18:36:32.929000+00:00,0,AVRO,,4,AVRO-65,80.0,38,2,Duplicate,1627.03703725,65,1,1,0,0,0,6,16 days 01:48:18.182000
Closed,Major,2009-07-14 22:50:14.268000+00:00,Bug,gmporter,2009-06-29 16:18:05.236000+00:00,2009-07-07 11:47:10.563000+00:00,0,AVRO,sharadag,7,AVRO-64,218.0,60,1,Fixed,1678.7821771,64,1,0,0,0,0,6,7 days 19:29:05.327000
Closed,Major,2009-09-04 16:43:14.220000+00:00,Improvement,cutting,2009-06-25 19:57:04.591000+00:00,2009-08-27 22:26:05.318000+00:00,0,AVRO,,1,AVRO-63,730.0,58,0,Won't Fix,1627.03703858,63,1,1,0,0,3,6,63 days 02:29:00.727000
Closed,Major,2009-07-14 23:04:48.355000+00:00,Improvement,sharadag,2009-06-25 11:58:57.381000+00:00,2009-06-26 08:26:38.918000+00:00,0,AVRO,,3,AVRO-62,213.0,49,0,Won't Fix,1678.77206035,62,0,0,0,0,3,6,0 days 20:27:41.537000
Closed,Major,2009-09-16 22:31:45.097000+00:00,Bug,thiru_mg,2009-06-24 07:26:40.170000+00:00,2009-08-18 20:57:10.951000+00:00,0,AVRO,ravidotg,3,AVRO-61,901.0,42,1,Fixed,1614.79501455,61,1,0,0,0,2,6,55 days 13:30:30.781000
Closed,Major,2009-09-16 22:31:44.988000+00:00,Sub-task,massie,2009-06-22 22:45:43.195000+00:00,2009-07-14 22:59:48.071000+00:00,0,AVRO,massie,3,AVRO-60,,54,1,Fixed,1614.79501575,60,1,0,0,0,0,6,22 days 00:14:04.876000
Closed,Major,2009-07-14 22:50:14.209000+00:00,Improvement,sbanacho,2009-06-20 19:35:20.201000+00:00,2009-06-25 19:13:01.190000+00:00,0,AVRO,sbanacho,3,AVRO-59,751.0,50,1,Fixed,1678.78217778,59,1,0,0,0,5,6,4 days 23:37:40.989000
Closed,Major,2009-07-14 22:50:14.154000+00:00,New Feature,massie,2009-06-20 02:42:05.327000+00:00,2009-06-23 20:18:10.366000+00:00,0,AVRO,massie,13,AVRO-58,356.0,17,2,Fixed,1678.78217842,58,1,0,0,0,5,6,3 days 17:36:05.039000
Closed,Major,2009-07-14 22:50:14.110000+00:00,Improvement,cutting,2009-06-19 21:28:27.972000+00:00,2009-06-23 20:38:59.328000+00:00,0,AVRO,cutting,3,AVRO-57,342.0,57,0,Fixed,1678.78217875,57,1,1,0,0,4,6,3 days 23:10:31.356000
Closed,Major,2009-07-14 22:50:14.077000+00:00,Improvement,cutting,2009-06-18 22:12:21.367000+00:00,2009-06-19 20:46:14.878000+00:00,0,AVRO,cutting,2,AVRO-56,359.0,28,2,Fixed,1678.78217932,56,1,1,0,0,3,6,0 days 22:33:53.511000
Closed,Major,2009-07-14 22:50:13.996000+00:00,Improvement,cutting,2009-06-17 23:10:25.139000+00:00,2009-06-18 20:11:20.690000+00:00,0,AVRO,cutting,1,AVRO-55,209.0,23,1,Fixed,1678.78218017,55,1,0,0,0,2,6,0 days 21:00:55.551000
Closed,Major,2009-09-16 22:31:44.912000+00:00,Improvement,cutting,2009-06-16 21:07:47.112000+00:00,2009-07-18 04:18:44.194000+00:00,0,AVRO,cutting,2,AVRO-54,117.0,21,1,Fixed,1614.79501687,54,1,1,0,0,1,6,31 days 07:10:57.082000
Closed,Major,2009-07-14 22:50:13.946000+00:00,Improvement,cutting,2009-06-16 20:59:43.976000+00:00,2009-06-17 20:20:40.655000+00:00,0,AVRO,cutting,3,AVRO-53,49.0,32,1,Fixed,1678.78218083,53,1,1,0,0,1,6,0 days 23:20:56.679000
Closed,Major,2009-07-14 22:50:13.885000+00:00,Bug,philip,2009-06-13 17:36:22.499000+00:00,2009-06-15 05:47:22.166000+00:00,0,AVRO,philip,1,AVRO-51,84.0,33,2,Fixed,1678.78218155,51,1,0,0,0,5,6,1 days 12:10:59.667000
Closed,Major,2009-09-16 22:31:44.807000+00:00,New Feature,philip,2009-06-13 16:56:07.895000+00:00,2009-07-22 20:21:18.971000+00:00,1,AVRO,cutting,23,AVRO-50,752.0,45,3,Fixed,1614.79501799,50,1,0,0,0,5,6,39 days 03:25:11.076000
Closed,Major,2009-07-14 23:04:48.250000+00:00,Improvement,ijuma,2009-06-10 20:38:13.648000+00:00,2009-06-23 19:57:02.204000+00:00,0,AVRO,,6,AVRO-49,402.0,26,2,Won't Fix,1678.77206146,49,1,0,0,0,2,6,12 days 23:18:48.556000
Closed,Minor,2009-07-14 22:50:13.806000+00:00,Task,thiru_mg,2009-06-06 04:13:03.651000+00:00,2009-06-08 21:54:31.105000+00:00,0,AVRO,thiru_mg,1,AVRO-48,99.0,87,0,Fixed,1678.78218236,48,1,1,1,0,5,6,2 days 17:41:27.454000
Closed,Major,2010-03-01 17:10:27.593000+00:00,Bug,anomalizer,2009-06-05 20:21:33.718000+00:00,2010-01-22 22:42:52.200000+00:00,0,AVRO,sbanacho,8,AVRO-47,388.0,40,2,Fixed,1449.01813366,47,1,0,0,0,4,6,231 days 02:21:18.482000
Closed,Major,2009-07-14 22:50:13.766000+00:00,Bug,sharadag,2009-06-03 05:56:40.878000+00:00,2009-06-25 18:12:19.825000+00:00,0,AVRO,sharadag,2,AVRO-46,70.0,44,0,Fixed,1678.78218294,46,1,0,0,0,2,6,22 days 12:15:38.947000
Closed,Major,2009-07-14 22:50:13.701000+00:00,Bug,sbanacho,2009-06-03 00:27:44.724000+00:00,2009-06-03 17:46:58.283000+00:00,0,AVRO,sbanacho,2,AVRO-45,328.0,42,0,Fixed,1678.78218369,45,1,0,0,0,2,6,0 days 17:19:13.559000
Closed,Minor,2009-07-14 22:50:10.161000+00:00,Bug,cutting,2009-06-02 19:08:33.102000+00:00,2009-06-03 00:11:08.675000+00:00,0,AVRO,massie,3,AVRO-44,184.0,41,0,Fixed,1678.78222459,44,1,0,0,0,1,6,0 days 05:02:35.573000
Closed,Trivial,2011-12-13 19:10:02.628000+00:00,Bug,anomalizer,2009-06-02 04:12:31.186000+00:00,2009-06-02 17:11:53.839000+00:00,0,AVRO,,2,AVRO-43,890.0,38,0,Invalid,1678.77206196,43,1,0,0,0,1,6,0 days 12:59:22.653000
Closed,Minor,2009-07-14 22:50:10.110000+00:00,New Feature,sbanacho,2009-06-01 23:27:22.143000+00:00,2009-06-03 00:01:36.711000+00:00,0,AVRO,sbanacho,7,AVRO-42,990.0,8,1,Fixed,1678.78222514,42,1,0,0,0,0,6,1 days 00:34:14.568000
